,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,ID
438,1916-07-02,Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,True,1916-07-02-Chile-Uruguay
440,1916-07-06,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,1916-07-06-Argentina-Chile
441,1916-07-08,Brazil,Chile,1,1,Copa América,Buenos Aires,Argentina,True,1916-07-08-Brazil-Chile
442,1916-07-10,Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,1916-07-10-Argentina-Brazil
444,1916-07-12,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,1916-07-12-Brazil-Uruguay
471,1917-09-30,Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,False,1917-09-30-Uruguay-Chile
472,1917-10-03,Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,True,1917-10-03-Argentina-Brazil
473,1917-10-06,Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,True,1917-10-06-Argentina-Chile
476,1917-10-07,Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,False,1917-10-07-Uruguay-Brazil
477,1917-10-12,Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,True,1917-10-12-Brazil-Chile
479,1917-10-14,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,1917-10-14-Uruguay-Argentina
503,1919-05-11,Brazil,Chile,6,0,Copa América,Rio de Janeiro,Brazil,False,1919-05-11-Brazil-Chile
505,1919-05-13,Argentina,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,True,1919-05-13-Argentina-Uruguay
507,1919-05-17,Chile,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True,1919-05-17-Chile-Uruguay
508,1919-05-18,Brazil,Argentina,3,1,Copa América,Rio de Janeiro,Brazil,False,1919-05-18-Brazil-Argentina
510,1919-05-22,Argentina,Chile,4,1,Copa América,Rio de Janeiro,Brazil,True,1919-05-22-Argentina-Chile
512,1919-05-26,Brazil,Uruguay,2,2,Copa América,Rio de Janeiro,Brazil,False,1919-05-26-Brazil-Uruguay
513,1919-05-29,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False,1919-05-29-Brazil-Uruguay
555,1920-09-11,Chile,Brazil,0,1,Copa América,Viña del Mar,Chile,False,1920-09-11-Chile-Brazil
556,1920-09-12,Uruguay,Argentina,1,1,Copa América,Viña del Mar,Chile,True,1920-09-12-Uruguay-Argentina
557,1920-09-18,Brazil,Uruguay,0,6,Copa América,Viña del Mar,Chile,True,1920-09-18-Brazil-Uruguay
559,1920-09-20,Chile,Argentina,1,1,Copa América,Viña del Mar,Chile,False,1920-09-20-Chile-Argentina
560,1920-09-25,Argentina,Brazil,2,0,Copa América,Viña del Mar,Chile,True,1920-09-25-Argentina-Brazil
563,1920-10-03,Chile,Uruguay,1,2,Copa América,Viña del Mar,Chile,False,1920-10-03-Chile-Uruguay
604,1921-10-02,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,False,1921-10-02-Argentina-Brazil
606,1921-10-09,Paraguay,Uruguay,2,1,Copa América,Buenos Aires,Argentina,True,1921-10-09-Paraguay-Uruguay
608,1921-10-12,Brazil,Paraguay,3,0,Copa América,Buenos Aires,Argentina,True,1921-10-12-Brazil-Paraguay
609,1921-10-16,Argentina,Paraguay,3,0,Copa América,Buenos Aires,Argentina,False,1921-10-16-Argentina-Paraguay
611,1921-10-23,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,1921-10-23-Brazil-Uruguay
613,1921-10-30,Argentina,Uruguay,1,0,Copa América,Buenos Aires,Argentina,False,1921-10-30-Argentina-Uruguay
660,1922-09-17,Brazil,Chile,1,1,Copa América,Rio de Janeiro,Brazil,False,1922-09-17-Brazil-Chile
661,1922-09-23,Chile,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True,1922-09-23-Chile-Uruguay
663,1922-09-24,Brazil,Paraguay,1,1,Copa América,Rio de Janeiro,Brazil,False,1922-09-24-Brazil-Paraguay
666,1922-09-28,Argentina,Chile,4,0,Copa América,Rio de Janeiro,Brazil,True,1922-09-28-Argentina-Chile
670,1922-10-05,Chile,Paraguay,0,3,Copa América,Rio de Janeiro,Brazil,True,1922-10-05-Chile-Paraguay
671,1922-10-08,Argentina,Uruguay,0,1,Copa América,Rio de Janeiro,Brazil,True,1922-10-08-Argentina-Uruguay
672,1922-10-12,Paraguay,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,True,1922-10-12-Paraguay-Uruguay
673,1922-10-15,Brazil,Argentina,2,0,Copa América,Rio de Janeiro,Brazil,False,1922-10-15-Brazil-Argentina
674,1922-10-18,Argentina,Paraguay,2,0,Copa América,Rio de Janeiro,Brazil,True,1922-10-18-Argentina-Paraguay
677,1922-10-22,Brazil,Paraguay,3,0,Copa América,Rio de Janeiro,Brazil,False,1922-10-22-Brazil-Paraguay
758,1923-10-29,Argentina,Paraguay,4,3,Copa América,Montevideo,Uruguay,True,1923-10-29-Argentina-Paraguay
763,1923-11-04,Uruguay,Paraguay,2,0,Copa América,Montevideo,Uruguay,False,1923-11-04-Uruguay-Paraguay
764,1923-11-11,Brazil,Paraguay,0,1,Copa América,Montevideo,Uruguay,True,1923-11-11-Brazil-Paraguay
765,1923-11-18,Argentina,Brazil,2,1,Copa América,Montevideo,Uruguay,True,1923-11-18-Argentina-Brazil
768,1923-11-25,Uruguay,Brazil,2,1,Copa América,Montevideo,Uruguay,False,1923-11-25-Uruguay-Brazil
771,1923-12-02,Uruguay,Argentina,2,0,Copa América,Montevideo,Uruguay,False,1923-12-02-Uruguay-Argentina
845,1924-10-19,Uruguay,Chile,5,0,Copa América,Montevideo,Uruguay,False,1924-10-19-Uruguay-Chile
847,1924-10-25,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,True,1924-10-25-Argentina-Chile
848,1924-10-26,Uruguay,Paraguay,3,1,Copa América,Montevideo,Uruguay,False,1924-10-26-Uruguay-Paraguay
849,1924-11-01,Chile,Paraguay,1,3,Copa América,Montevideo,Uruguay,True,1924-11-01-Chile-Paraguay
933,1925-11-29,Argentina,Paraguay,2,0,Copa América,Buenos Aires,Argentina,False,1925-11-29-Argentina-Paraguay
934,1925-12-06,Brazil,Paraguay,5,2,Copa América,Buenos Aires,Argentina,True,1925-12-06-Brazil-Paraguay
935,1925-12-13,Argentina,Brazil,4,1,Copa América,Buenos Aires,Argentina,False,1925-12-13-Argentina-Brazil
938,1925-12-17,Brazil,Paraguay,3,1,Copa América,Buenos Aires,Argentina,True,1925-12-17-Brazil-Paraguay
939,1925-12-20,Argentina,Paraguay,3,1,Copa América,Buenos Aires,Argentina,False,1925-12-20-Argentina-Paraguay
940,1925-12-25,Argentina,Brazil,2,2,Copa América,Buenos Aires,Argentina,False,1925-12-25-Argentina-Brazil
1005,1926-10-12,Chile,Bolivia,7,1,Copa América,Santiago,Chile,False,1926-10-12-Chile-Bolivia
1006,1926-10-16,Argentina,Bolivia,5,0,Copa América,Santiago,Chile,True,1926-10-16-Argentina-Bolivia
1007,1926-10-17,Chile,Uruguay,1,3,Copa América,Santiago,Chile,False,1926-10-17-Chile-Uruguay
1008,1926-10-20,Argentina,Paraguay,8,0,Copa América,Santiago,Chile,True,1926-10-20-Argentina-Paraguay
1010,1926-10-23,Bolivia,Paraguay,1,6,Copa América,Santiago,Chile,True,1926-10-23-Bolivia-Paraguay
1011,1926-10-24,Argentina,Uruguay,0,2,Copa América,Santiago,Chile,True,1926-10-24-Argentina-Uruguay
1012,1926-10-28,Bolivia,Uruguay,0,6,Copa América,Santiago,Chile,True,1926-10-28-Bolivia-Uruguay
1015,1926-10-31,Chile,Argentina,1,1,Copa América,Santiago,Chile,False,1926-10-31-Chile-Argentina
1017,1926-11-01,Paraguay,Uruguay,1,6,Copa América,Santiago,Chile,True,1926-11-01-Paraguay-Uruguay
1018,1926-11-03,Chile,Paraguay,5,1,Copa América,Santiago,Chile,False,1926-11-03-Chile-Paraguay
1091,1927-10-30,Argentina,Bolivia,7,1,Copa América,Lima,Peru,True,1927-10-30-Argentina-Bolivia
1093,1927-11-01,Peru,Uruguay,0,4,Copa América,Lima,Peru,False,1927-11-01-Peru-Uruguay
1094,1927-11-06,Bolivia,Uruguay,0,9,Copa América,Lima,Peru,True,1927-11-06-Bolivia-Uruguay
1100,1927-11-13,Peru,Bolivia,3,2,Copa América,Lima,Peru,False,1927-11-13-Peru-Bolivia
1101,1927-11-20,Argentina,Uruguay,3,2,Copa América,Lima,Peru,True,1927-11-20-Argentina-Uruguay
1103,1927-11-27,Peru,Argentina,1,5,Copa América,Lima,Peru,False,1927-11-27-Peru-Argentina
1250,1929-11-01,Paraguay,Uruguay,3,0,Copa América,Buenos Aires,Argentina,True,1929-11-01-Paraguay-Uruguay
1252,1929-11-03,Argentina,Peru,3,0,Copa América,Buenos Aires,Argentina,False,1929-11-03-Argentina-Peru
1255,1929-11-10,Argentina,Paraguay,4,1,Copa América,Buenos Aires,Argentina,False,1929-11-10-Argentina-Paraguay
1256,1929-11-11,Peru,Uruguay,1,4,Copa América,Buenos Aires,Argentina,True,1929-11-11-Peru-Uruguay
1259,1929-11-16,Paraguay,Peru,5,0,Copa América,Avellaneda,Argentina,True,1929-11-16-Paraguay-Peru
1260,1929-11-17,Argentina,Uruguay,2,0,Copa América,Buenos Aires,Argentina,False,1929-11-17-Argentina-Uruguay
1311,1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,1930-07-13-Belgium-United States
1312,1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,1930-07-13-France-Mexico
1313,1930-07-14,Brazil,Yugoslavia,1,2,FIFA World Cup,Montevideo,Uruguay,True,1930-07-14-Brazil-Yugoslavia
1314,1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,1930-07-14-Peru-Romania
1315,1930-07-15,Argentina,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,1930-07-15-Argentina-France
1316,1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,1930-07-16-Chile-Mexico
1317,1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,1930-07-17-Bolivia-Yugoslavia
1318,1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,1930-07-17-Paraguay-United States
1320,1930-07-18,Uruguay,Peru,1,0,FIFA World Cup,Montevideo,Uruguay,False,1930-07-18-Uruguay-Peru
1321,1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,1930-07-19-Argentina-Mexico
1322,1930-07-19,Chile,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,1930-07-19-Chile-France
1323,1930-07-20,Belgium,Paraguay,0,1,FIFA World Cup,Montevideo,Uruguay,True,1930-07-20-Belgium-Paraguay
1324,1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,1930-07-20-Bolivia-Brazil
1325,1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,1930-07-21-Uruguay-Romania
1326,1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,1930-07-22-Argentina-Chile
1328,1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,1930-07-26-Argentina-United States
1329,1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,1930-07-27-Uruguay-Yugoslavia
1330,1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,1930-07-30-Uruguay-Argentina
1588,1933-06-11,Sweden,Estonia,6,2,FIFA World Cup qualification,Stockholm,Sweden,False,1933-06-11-Sweden-Estonia
1593,1933-06-29,Lithuania,Sweden,0,2,FIFA World Cup qualification,Kaunas,Lithuania,False,1933-06-29-Lithuania-Sweden
1612,1933-09-24,Yugoslavia,Switzerland,2,2,FIFA World Cup qualification,Belgrade,Yugoslavia,False,1933-09-24-Yugoslavia-Switzerland
1620,1933-10-15,Poland,Czechoslovakia,1,2,FIFA World Cup qualification,Warsaw,Poland,False,1933-10-15-Poland-Czechoslovakia
1627,1933-10-29,Switzerland,Romania,2,2,FIFA World Cup qualification,Berne,Switzerland,False,1933-10-29-Switzerland-Romania
1645,1934-01-28,Haiti,Cuba,1,3,FIFA World Cup qualification,Port-au-Prince,Haiti,False,1934-01-28-Haiti-Cuba
1646,1934-02-01,Haiti,Cuba,1,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False,1934-02-01-Haiti-Cuba
1648,1934-02-04,Haiti,Cuba,0,6,FIFA World Cup qualification,Port-au-Prince,Haiti,False,1934-02-04-Haiti-Cuba
1650,1934-02-25,Republic of Ireland,Belgium,4,4,FIFA World Cup qualification,Dublin,Irish Free State,True,1934-02-25-Republic of Ireland-Belgium
1651,1934-03-04,Mexico,Cuba,3,2,FIFA World Cup qualification,Mexico City,Mexico,False,1934-03-04-Mexico-Cuba
1653,1934-03-11,Luxembourg,Germany,1,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1934-03-11-Luxembourg-Germany
1654,1934-03-11,Mexico,Cuba,5,0,FIFA World Cup qualification,Mexico City,Mexico,False,1934-03-11-Mexico-Cuba
1656,1934-03-11,Spain,Portugal,9,0,FIFA World Cup qualification,Madrid,Spain,False,1934-03-11-Spain-Portugal
1658,1934-03-16,Egypt,Israel,7,1,FIFA World Cup qualification,Cairo,Egypt,False,1934-03-16-Egypt-Israel
1660,1934-03-18,Mexico,Cuba,4,1,FIFA World Cup qualification,Mexico City,Mexico,False,1934-03-18-Mexico-Cuba
1661,1934-03-18,Portugal,Spain,1,2,FIFA World Cup qualification,Lisbon,Portugal,False,1934-03-18-Portugal-Spain
1662,1934-03-25,Bulgaria,Hungary,1,4,FIFA World Cup qualification,Sofia,Bulgaria,False,1934-03-25-Bulgaria-Hungary
1664,1934-03-25,Italy,Greece,4,0,FIFA World Cup qualification,Milan,Italy,False,1934-03-25-Italy-Greece
1667,1934-04-06,Israel,Egypt,1,4,FIFA World Cup qualification,Tel Aviv,Palestine,True,1934-04-06-Israel-Egypt
1668,1934-04-08,Netherlands,Republic of Ireland,5,2,FIFA World Cup qualification,Amsterdam,Netherlands,False,1934-04-08-Netherlands-Republic of Ireland
1671,1934-04-15,Luxembourg,France,1,6,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1934-04-15-Luxembourg-France
1672,1934-04-25,Austria,Bulgaria,6,1,FIFA World Cup qualification,Vienna,Austria,False,1934-04-25-Austria-Bulgaria
1673,1934-04-29,Hungary,Bulgaria,4,1,FIFA World Cup qualification,Budapest,Hungary,False,1934-04-29-Hungary-Bulgaria
1674,1934-04-29,Belgium,Netherlands,2,4,FIFA World Cup qualification,Antwerp,Belgium,False,1934-04-29-Belgium-Netherlands
1676,1934-04-29,Romania,Yugoslavia,2,1,FIFA World Cup qualification,Bucharest,Romania,False,1934-04-29-Romania-Yugoslavia
1687,1934-05-24,Mexico,United States,2,4,FIFA World Cup qualification,Rome,Italy,True,1934-05-24-Mexico-United States
1688,1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,1934-05-27-Argentina-Sweden
1689,1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,1934-05-27-Austria-France
1690,1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,1934-05-27-Belgium-Germany
1691,1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,1934-05-27-Brazil-Spain
1692,1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,1934-05-27-Czechoslovakia-Romania
1693,1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,1934-05-27-Egypt-Hungary
1694,1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,1934-05-27-Italy-United States
1695,1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,1934-05-27-Netherlands-Switzerland
1696,1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,1934-05-31-Austria-Hungary
1697,1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,1934-05-31-Czechoslovakia-Switzerland
1698,1934-05-31,Germany,Sweden,2,1,FIFA World Cup,Milan,Italy,True,1934-05-31-Germany-Sweden
1699,1934-05-31,Italy,Spain,1,1,FIFA World Cup,Florence,Italy,False,1934-05-31-Italy-Spain
1700,1934-06-01,Italy,Spain,1,0,FIFA World Cup,Florence,Italy,False,1934-06-01-Italy-Spain
1701,1934-06-03,Czechoslovakia,Germany,3,1,FIFA World Cup,Rome,Italy,True,1934-06-03-Czechoslovakia-Germany
1702,1934-06-03,Italy,Austria,1,0,FIFA World Cup,Milan,Italy,False,1934-06-03-Italy-Austria
1704,1934-06-07,Austria,Germany,2,3,FIFA World Cup,Naples,Italy,True,1934-06-07-Austria-Germany
1705,1934-06-10,Italy,Czechoslovakia,2,1,FIFA World Cup,Rome,Italy,False,1934-06-10-Italy-Czechoslovakia
1753,1935-01-06,Argentina,Chile,4,1,Copa América,Lima,Peru,True,1935-01-06-Argentina-Chile
1754,1935-01-13,Peru,Uruguay,0,1,Copa América,Lima,Peru,False,1935-01-13-Peru-Uruguay
1755,1935-01-18,Chile,Uruguay,1,2,Copa América,Lima,Peru,True,1935-01-18-Chile-Uruguay
1756,1935-01-20,Peru,Argentina,1,4,Copa América,Lima,Peru,False,1935-01-20-Peru-Argentina
1758,1935-01-26,Peru,Chile,1,0,Copa América,Lima,Peru,False,1935-01-26-Peru-Chile
1759,1935-01-27,Argentina,Uruguay,0,3,Copa América,Lima,Peru,True,1935-01-27-Argentina-Uruguay
1934,1936-12-27,Brazil,Peru,3,2,Copa América,Buenos Aires,Argentina,True,1936-12-27-Brazil-Peru
1935,1936-12-30,Argentina,Chile,2,1,Copa América,Buenos Aires,Argentina,False,1936-12-30-Argentina-Chile
1936,1937-01-02,Paraguay,Uruguay,4,2,Copa América,Buenos Aires,Argentina,True,1937-01-02-Paraguay-Uruguay
1937,1937-01-03,Brazil,Chile,6,4,Copa América,Buenos Aires,Argentina,True,1937-01-03-Brazil-Chile
1940,1937-01-06,Peru,Uruguay,2,4,Copa América,Buenos Aires,Argentina,True,1937-01-06-Peru-Uruguay
1943,1937-01-09,Argentina,Paraguay,6,1,Copa América,Buenos Aires,Argentina,False,1937-01-09-Argentina-Paraguay
1944,1937-01-10,Chile,Uruguay,3,0,Copa América,Buenos Aires,Argentina,True,1937-01-10-Chile-Uruguay
1947,1937-01-13,Brazil,Paraguay,5,0,Copa América,Buenos Aires,Argentina,True,1937-01-13-Brazil-Paraguay
1948,1937-01-16,Argentina,Peru,1,0,Copa América,Buenos Aires,Argentina,False,1937-01-16-Argentina-Peru
1949,1937-01-17,Chile,Paraguay,2,3,Copa América,Buenos Aires,Argentina,True,1937-01-17-Chile-Paraguay
1950,1937-01-19,Brazil,Uruguay,3,2,Copa América,Buenos Aires,Argentina,True,1937-01-19-Brazil-Uruguay
1951,1937-01-21,Chile,Peru,2,2,Copa América,Buenos Aires,Argentina,True,1937-01-21-Chile-Peru
1952,1937-01-23,Argentina,Uruguay,2,3,Copa América,Buenos Aires,Argentina,False,1937-01-23-Argentina-Uruguay
1954,1937-01-24,Paraguay,Peru,0,1,Copa América,Buenos Aires,Argentina,True,1937-01-24-Paraguay-Peru
1955,1937-01-30,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,False,1937-01-30-Argentina-Brazil
1957,1937-02-01,Argentina,Brazil,2,0,Copa América,Buenos Aires,Argentina,False,1937-02-01-Argentina-Brazil
1994,1937-06-16,Sweden,Finland,4,0,FIFA World Cup qualification,Solna,Sweden,False,1937-06-16-Sweden-Finland
1995,1937-06-20,Sweden,Estonia,7,2,FIFA World Cup qualification,Solna,Sweden,False,1937-06-20-Sweden-Estonia
1999,1937-06-29,Finland,Germany,0,2,FIFA World Cup qualification,Helsinki,Finland,False,1937-06-29-Finland-Germany
2002,1937-07-29,Latvia,Lithuania,4,2,FIFA World Cup qualification,Riga,Latvia,False,1937-07-29-Latvia-Lithuania
2004,1937-08-19,Finland,Estonia,0,1,FIFA World Cup qualification,Turku,Finland,False,1937-08-19-Finland-Estonia
2006,1937-08-29,Germany,Estonia,4,1,FIFA World Cup qualification,Königsberg,Germany,False,1937-08-29-Germany-Estonia
2008,1937-09-03,Lithuania,Latvia,1,5,FIFA World Cup qualification,Kaunas,Lithuania,False,1937-09-03-Lithuania-Latvia
2023,1937-10-05,Austria,Latvia,2,1,FIFA World Cup qualification,Vienna,Austria,False,1937-10-05-Austria-Latvia
2026,1937-10-10,Norway,Republic of Ireland,3,2,FIFA World Cup qualification,Oslo,Norway,False,1937-10-10-Norway-Republic of Ireland
2027,1937-10-10,Poland,Yugoslavia,4,0,FIFA World Cup qualification,Warsaw,Poland,False,1937-10-10-Poland-Yugoslavia
2039,1937-11-07,Bulgaria,Czechoslovakia,1,1,FIFA World Cup qualification,Sofia,Bulgaria,False,1937-11-07-Bulgaria-Czechoslovakia
2040,1937-11-07,Republic of Ireland,Norway,3,3,FIFA World Cup qualification,Dublin,Irish Free State,True,1937-11-07-Republic of Ireland-Norway
2045,1937-11-21,Germany,Sweden,5,0,FIFA World Cup qualification,Altona,Germany,False,1937-11-21-Germany-Sweden
2046,1937-11-28,Netherlands,Luxembourg,4,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,1937-11-28-Netherlands-Luxembourg
2060,1938-01-22,Israel,Greece,1,3,FIFA World Cup qualification,Tel Aviv,Palestine,True,1938-01-22-Israel-Greece
2064,1938-02-20,Greece,Israel,1,0,FIFA World Cup qualification,Athens,Greece,False,1938-02-20-Greece-Israel
2067,1938-03-13,Luxembourg,Belgium,2,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1938-03-13-Luxembourg-Belgium
2075,1938-03-25,Hungary,Greece,11,1,FIFA World Cup qualification,Budapest,Hungary,False,1938-03-25-Hungary-Greece
2078,1938-04-03,Belgium,Netherlands,1,1,FIFA World Cup qualification,Antwerp,Belgium,False,1938-04-03-Belgium-Netherlands
2080,1938-04-03,Yugoslavia,Poland,1,0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,1938-04-03-Yugoslavia-Poland
2083,1938-04-24,Czechoslovakia,Bulgaria,6,0,FIFA World Cup qualification,Prague,Czechoslovakia,False,1938-04-24-Czechoslovakia-Bulgaria
2085,1938-05-01,Switzerland,Portugal,2,1,FIFA World Cup qualification,Milan,Italy,True,1938-05-01-Switzerland-Portugal
2100,1938-06-04,Germany,Switzerland,1,1,FIFA World Cup,Paris,France,True,1938-06-04-Germany-Switzerland
2101,1938-06-05,Brazil,Poland,6,5,FIFA World Cup,Strasbourg,France,True,1938-06-05-Brazil-Poland
2102,1938-06-05,Cuba,Romania,3,3,FIFA World Cup,Toulouse,France,True,1938-06-05-Cuba-Romania
2103,1938-06-05,Czechoslovakia,Netherlands,3,0,FIFA World Cup,Le Havre,France,True,1938-06-05-Czechoslovakia-Netherlands
2104,1938-06-05,France,Belgium,3,1,FIFA World Cup,Colombes,France,False,1938-06-05-France-Belgium
2105,1938-06-05,Hungary,Indonesia,6,0,FIFA World Cup,Reims,France,True,1938-06-05-Hungary-Indonesia
2106,1938-06-05,Italy,Norway,2,1,FIFA World Cup,Marseille,France,True,1938-06-05-Italy-Norway
2107,1938-06-09,Cuba,Romania,2,1,FIFA World Cup,Toulouse,France,True,1938-06-09-Cuba-Romania
2108,1938-06-09,Germany,Switzerland,2,4,FIFA World Cup,Paris,France,True,1938-06-09-Germany-Switzerland
2111,1938-06-12,Brazil,Czechoslovakia,1,1,FIFA World Cup,Bordeaux,France,True,1938-06-12-Brazil-Czechoslovakia
2112,1938-06-12,Cuba,Sweden,0,8,FIFA World Cup,Antibes,France,True,1938-06-12-Cuba-Sweden
2113,1938-06-12,France,Italy,1,3,FIFA World Cup,Colombes,France,False,1938-06-12-France-Italy
2114,1938-06-12,Hungary,Switzerland,2,0,FIFA World Cup,Lille,France,True,1938-06-12-Hungary-Switzerland
2115,1938-06-14,Brazil,Czechoslovakia,2,1,FIFA World Cup,Bordeaux,France,True,1938-06-14-Brazil-Czechoslovakia
2117,1938-06-16,Brazil,Italy,1,2,FIFA World Cup,Marseille,France,True,1938-06-16-Brazil-Italy
2118,1938-06-16,Hungary,Sweden,5,1,FIFA World Cup,Paris,France,True,1938-06-16-Hungary-Sweden
2121,1938-06-19,Brazil,Sweden,4,2,FIFA World Cup,Bordeaux,France,True,1938-06-19-Brazil-Sweden
2122,1938-06-19,Hungary,Italy,2,4,FIFA World Cup,Colombes,France,True,1938-06-19-Hungary-Italy
2190,1939-01-15,Chile,Paraguay,1,5,Copa América,Lima,Peru,True,1939-01-15-Chile-Paraguay
2191,1939-01-15,Peru,Ecuador,5,2,Copa América,Lima,Peru,False,1939-01-15-Peru-Ecuador
2193,1939-01-22,Ecuador,Uruguay,0,6,Copa América,Lima,Peru,True,1939-01-22-Ecuador-Uruguay
2195,1939-01-22,Peru,Chile,3,1,Copa América,Lima,Peru,False,1939-01-22-Peru-Chile
2197,1939-01-29,Chile,Uruguay,2,3,Copa América,Lima,Peru,True,1939-01-29-Chile-Uruguay
2198,1939-01-29,Peru,Paraguay,3,0,Copa América,Lima,Peru,False,1939-01-29-Peru-Paraguay
2199,1939-02-05,Chile,Ecuador,4,1,Copa América,Lima,Peru,True,1939-02-05-Chile-Ecuador
2200,1939-02-05,Paraguay,Uruguay,1,3,Copa América,Lima,Peru,True,1939-02-05-Paraguay-Uruguay
2201,1939-02-12,Ecuador,Paraguay,1,3,Copa América,Lima,Peru,True,1939-02-12-Ecuador-Paraguay
2202,1939-02-12,Peru,Uruguay,2,1,Copa América,Lima,Peru,False,1939-02-12-Peru-Uruguay
2338,1941-02-02,Chile,Ecuador,5,0,Copa América,Santiago,Chile,False,1941-02-02-Chile-Ecuador
2339,1941-02-09,Chile,Peru,1,0,Copa América,Santiago,Chile,False,1941-02-09-Chile-Peru
2340,1941-02-09,Ecuador,Uruguay,0,6,Copa América,Santiago,Chile,True,1941-02-09-Ecuador-Uruguay
2341,1941-02-12,Argentina,Peru,2,1,Copa América,Santiago,Chile,True,1941-02-12-Argentina-Peru
2342,1941-02-16,Argentina,Ecuador,6,1,Copa América,Santiago,Chile,True,1941-02-16-Argentina-Ecuador
2343,1941-02-16,Chile,Uruguay,0,2,Copa América,Santiago,Chile,False,1941-02-16-Chile-Uruguay
2346,1941-02-23,Argentina,Uruguay,1,0,Copa América,Santiago,Chile,True,1941-02-23-Argentina-Uruguay
2347,1941-02-23,Ecuador,Peru,0,4,Copa América,Santiago,Chile,True,1941-02-23-Ecuador-Peru
2348,1941-02-26,Peru,Uruguay,0,2,Copa América,Santiago,Chile,True,1941-02-26-Peru-Uruguay
2349,1941-03-04,Chile,Argentina,0,1,Copa América,Santiago,Chile,False,1941-03-04-Chile-Argentina
2383,1942-01-10,Uruguay,Chile,6,1,Copa América,Montevideo,Uruguay,False,1942-01-10-Uruguay-Chile
2384,1942-01-11,Argentina,Paraguay,4,3,Copa América,Montevideo,Uruguay,True,1942-01-11-Argentina-Paraguay
2385,1942-01-14,Brazil,Chile,6,1,Copa América,Montevideo,Uruguay,True,1942-01-14-Brazil-Chile
2386,1942-01-17,Argentina,Brazil,2,1,Copa América,Montevideo,Uruguay,True,1942-01-17-Argentina-Brazil
2387,1942-01-18,Paraguay,Peru,1,1,Copa América,Montevideo,Uruguay,True,1942-01-18-Paraguay-Peru
