,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,ID
3770,1955-03-30,Chile,Argentina,0,1,Copa América,Santiago,Chile,False,1955-03-30-Chile-Argentina
3772,1955-03-30,Peru,Uruguay,2,1,Copa América,Santiago,Chile,True,1955-03-30-Peru-Uruguay
3901,1956-01-21,Uruguay,Paraguay,4,2,Copa América,Montevideo,Uruguay,False,1956-01-21-Uruguay-Paraguay
3902,1956-01-22,Argentina,Peru,2,1,Copa América,Montevideo,Uruguay,True,1956-01-22-Argentina-Peru
3903,1956-01-24,Brazil,Chile,1,4,Copa América,Montevideo,Uruguay,True,1956-01-24-Brazil-Chile
3904,1956-01-28,Uruguay,Peru,2,0,Copa América,Montevideo,Uruguay,False,1956-01-28-Uruguay-Peru
3905,1956-01-29,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,True,1956-01-29-Argentina-Chile
3907,1956-02-01,Argentina,Paraguay,1,0,Copa América,Montevideo,Uruguay,True,1956-02-01-Argentina-Paraguay
3908,1956-02-01,Brazil,Peru,2,1,Copa América,Montevideo,Uruguay,True,1956-02-01-Brazil-Peru
3909,1956-02-05,Argentina,Brazil,0,1,Copa América,Montevideo,Uruguay,True,1956-02-05-Argentina-Brazil
3910,1956-02-05,Paraguay,Peru,1,1,Copa América,Montevideo,Uruguay,True,1956-02-05-Paraguay-Peru
3911,1956-02-06,Uruguay,Chile,2,1,Copa América,Montevideo,Uruguay,False,1956-02-06-Uruguay-Chile
3912,1956-02-09,Chile,Peru,4,3,Copa América,Montevideo,Uruguay,True,1956-02-09-Chile-Peru
3914,1956-02-12,Chile,Paraguay,2,0,Copa América,Montevideo,Uruguay,True,1956-02-12-Chile-Paraguay
3916,1956-02-15,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,1956-02-15-Uruguay-Argentina
4020,1956-09-01,Hong Kong,Israel,2,3,AFC Asian Cup,So Kon Po,Hong Kong,False,1956-09-01-Hong Kong-Israel
4021,1956-09-06,Hong Kong,South Korea,2,2,AFC Asian Cup,So Kon Po,Hong Kong,False,1956-09-06-Hong Kong-South Korea
4022,1956-09-08,Israel,South Korea,1,2,AFC Asian Cup,So Kon Po,Hong Kong,True,1956-09-08-Israel-South Korea
4023,1956-09-09,Hong Kong,Vietnam Republic,2,2,AFC Asian Cup,So Kon Po,Hong Kong,False,1956-09-09-Hong Kong-Vietnam Republic
4027,1956-09-12,Israel,Vietnam Republic,2,1,AFC Asian Cup,So Kon Po,Hong Kong,True,1956-09-12-Israel-Vietnam Republic
4030,1956-09-15,South Korea,Vietnam Republic,5,3,AFC Asian Cup,So Kon Po,Hong Kong,True,1956-09-15-South Korea-Vietnam Republic
4040,1956-09-30,Austria,Luxembourg,7,0,FIFA World Cup qualification,Vienna,Austria,False,1956-09-30-Austria-Luxembourg
4043,1956-10-03,Republic of Ireland,Denmark,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1956-10-03-Republic of Ireland-Denmark
4068,1956-11-11,France,Belgium,6,3,FIFA World Cup qualification,Colombes,France,False,1956-11-11-France-Belgium
4084,1956-12-05,England,Denmark,5,2,FIFA World Cup qualification,Wolverhampton,England,False,1956-12-05-England-Denmark
4092,1957-01-16,Portugal,Northern Ireland,1,1,FIFA World Cup qualification,Lisbon,Portugal,False,1957-01-16-Portugal-Northern Ireland
4098,1957-02-10,Guatemala,Costa Rica,2,6,FIFA World Cup qualification,Guatemala,Guatemala,False,1957-02-10-Guatemala-Costa Rica
4099,1957-02-10,Sudan,Egypt,1,2,African Cup of Nations,Khartoum,Sudan,False,1957-02-10-Sudan-Egypt
4100,1957-02-16,Egypt,Ethiopia,4,0,African Cup of Nations,Khartoum,Sudan,True,1957-02-16-Egypt-Ethiopia
4102,1957-02-17,Costa Rica,Guatemala,3,1,FIFA World Cup qualification,San José,Costa Rica,False,1957-02-17-Costa Rica-Guatemala
4105,1957-03-03,Costa Rica,Curaçao,4,0,FIFA World Cup qualification,San José,Costa Rica,False,1957-03-03-Costa Rica-Curaçao
4106,1957-03-07,Ecuador,Uruguay,2,5,Copa América,Lima,Peru,True,1957-03-07-Ecuador-Uruguay
4107,1957-03-08,Sudan,Syria,1,0,FIFA World Cup qualification,Khartoum,Sudan,False,1957-03-08-Sudan-Syria
4110,1957-03-10,Peru,Ecuador,2,1,Copa América,Lima,Peru,False,1957-03-10-Peru-Ecuador
4111,1957-03-10,Spain,Switzerland,2,2,FIFA World Cup qualification,Madrid,Spain,False,1957-03-10-Spain-Switzerland
4112,1957-03-13,Argentina,Colombia,8,2,Copa América,Lima,Peru,True,1957-03-13-Argentina-Colombia
4113,1957-03-13,Brazil,Chile,4,2,Copa América,Lima,Peru,True,1957-03-13-Brazil-Chile
4114,1957-03-14,Guatemala,Curaçao,1,3,FIFA World Cup qualification,Guatemala,Guatemala,False,1957-03-14-Guatemala-Curaçao
4115,1957-03-16,Peru,Chile,1,0,Copa América,Lima,Peru,False,1957-03-16-Peru-Chile
4116,1957-03-17,Argentina,Ecuador,3,0,Copa América,Lima,Peru,True,1957-03-17-Argentina-Ecuador
4117,1957-03-17,Colombia,Uruguay,1,0,Copa América,Lima,Peru,True,1957-03-17-Colombia-Uruguay
4118,1957-03-20,Argentina,Uruguay,4,0,Copa América,Lima,Peru,True,1957-03-20-Argentina-Uruguay
4119,1957-03-20,Netherlands,Luxembourg,4,1,FIFA World Cup qualification,Rotterdam,Netherlands,False,1957-03-20-Netherlands-Luxembourg
4120,1957-03-21,Brazil,Ecuador,7,1,Copa América,Lima,Peru,True,1957-03-21-Brazil-Ecuador
4121,1957-03-21,Chile,Colombia,3,2,Copa América,Lima,Peru,True,1957-03-21-Chile-Colombia
4122,1957-03-23,Peru,Uruguay,3,5,Copa América,Lima,Peru,False,1957-03-23-Peru-Uruguay
4123,1957-03-24,Brazil,Colombia,9,0,Copa América,Lima,Peru,True,1957-03-24-Brazil-Colombia
4124,1957-03-24,Chile,Ecuador,2,2,Copa América,Lima,Peru,True,1957-03-24-Chile-Ecuador
4125,1957-03-27,Peru,Colombia,4,1,Copa América,Lima,Peru,False,1957-03-27-Peru-Colombia
4126,1957-03-28,Argentina,Chile,6,2,Copa América,Lima,Peru,True,1957-03-28-Argentina-Chile
4127,1957-03-28,Brazil,Uruguay,2,3,Copa América,Lima,Peru,True,1957-03-28-Brazil-Uruguay
4129,1957-03-31,Peru,Brazil,0,1,Copa América,Lima,Peru,False,1957-03-31-Peru-Brazil
4130,1957-04-01,Chile,Uruguay,0,2,Copa América,Lima,Peru,True,1957-04-01-Chile-Uruguay
4131,1957-04-01,Colombia,Ecuador,4,1,Copa América,Lima,Peru,True,1957-04-01-Colombia-Ecuador
4132,1957-04-03,Argentina,Brazil,3,0,Copa América,Lima,Peru,True,1957-04-03-Argentina-Brazil
4135,1957-04-06,Peru,Argentina,2,1,Copa América,Lima,Peru,False,1957-04-06-Peru-Argentina
4136,1957-04-07,Mexico,United States,6,0,FIFA World Cup qualification,Mexico City,Mexico,False,1957-04-07-Mexico-United States
4139,1957-04-13,Peru,Brazil,1,1,FIFA World Cup qualification,Lima,Peru,False,1957-04-13-Peru-Brazil
4143,1957-04-21,Brazil,Peru,1,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,1957-04-21-Brazil-Peru
4144,1957-04-25,Italy,Northern Ireland,1,0,FIFA World Cup qualification,Rome,Italy,False,1957-04-25-Italy-Northern Ireland
4146,1957-04-28,United States,Mexico,2,7,FIFA World Cup qualification,Long Beach,United States,False,1957-04-28-United States-Mexico
4147,1957-05-01,Northern Ireland,Portugal,3,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1957-05-01-Northern Ireland-Portugal
4148,1957-05-01,Wales,Czechoslovakia,1,0,FIFA World Cup qualification,Cardiff,Wales,False,1957-05-01-Wales-Czechoslovakia
4151,1957-05-08,England,Republic of Ireland,5,1,FIFA World Cup qualification,London,England,False,1957-05-08-England-Republic of Ireland
4152,1957-05-08,Scotland,Spain,4,2,FIFA World Cup qualification,Glasgow,Scotland,False,1957-05-08-Scotland-Spain
4153,1957-05-12,Indonesia,China PR,2,0,FIFA World Cup qualification,Jakarta,Indonesia,False,1957-05-12-Indonesia-China PR
4155,1957-05-15,Denmark,England,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,1957-05-15-Denmark-England
4158,1957-05-19,German DR,Wales,2,1,FIFA World Cup qualification,Leipzig,German DR,False,1957-05-19-German DR-Wales
4159,1957-05-19,Republic of Ireland,England,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1957-05-19-Republic of Ireland-England
4161,1957-05-19,Switzerland,Scotland,1,2,FIFA World Cup qualification,Basel,Switzerland,False,1957-05-19-Switzerland-Scotland
4163,1957-05-22,Norway,Bulgaria,1,2,FIFA World Cup qualification,Oslo,Norway,False,1957-05-22-Norway-Bulgaria
4165,1957-05-24,Syria,Sudan,1,1,FIFA World Cup qualification,Damascus,Syria,False,1957-05-24-Syria-Sudan
4166,1957-05-26,Austria,Netherlands,3,2,FIFA World Cup qualification,Vienna,Austria,False,1957-05-26-Austria-Netherlands
4168,1957-05-26,Czechoslovakia,Wales,2,0,FIFA World Cup qualification,Prague,Czechoslovakia,False,1957-05-26-Czechoslovakia-Wales
4170,1957-05-26,Portugal,Italy,3,0,FIFA World Cup qualification,Oeiras,Portugal,False,1957-05-26-Portugal-Italy
4171,1957-05-26,Spain,Scotland,4,1,FIFA World Cup qualification,Madrid,Spain,False,1957-05-26-Spain-Scotland
4173,1957-06-02,China PR,Indonesia,4,3,FIFA World Cup qualification,Beijing,China PR,False,1957-06-02-China PR-Indonesia
4174,1957-06-02,France,Iceland,8,0,FIFA World Cup qualification,Nantes,France,False,1957-06-02-France-Iceland
4177,1957-06-05,Belgium,Iceland,8,3,FIFA World Cup qualification,Brussels,Belgium,False,1957-06-05-Belgium-Iceland
4180,1957-06-12,Norway,Hungary,2,1,FIFA World Cup qualification,Oslo,Norway,False,1957-06-12-Norway-Hungary
4183,1957-06-16,Colombia,Uruguay,1,1,FIFA World Cup qualification,Bogotá,Colombia,False,1957-06-16-Colombia-Uruguay
4184,1957-06-16,Czechoslovakia,German DR,3,1,FIFA World Cup qualification,Brno,Czechoslovakia,False,1957-06-16-Czechoslovakia-German DR
4185,1957-06-16,Greece,Romania,1,2,FIFA World Cup qualification,Athens,Greece,False,1957-06-16-Greece-Romania
4191,1957-06-20,Colombia,Paraguay,2,3,FIFA World Cup qualification,Bogotá,Colombia,False,1957-06-20-Colombia-Paraguay
4192,1957-06-22,Canada,United States,5,1,FIFA World Cup qualification,Toronto,Canada,False,1957-06-22-Canada-United States
4195,1957-06-23,Hungary,Bulgaria,4,1,FIFA World Cup qualification,Budapest,Hungary,False,1957-06-23-Hungary-Bulgaria
4196,1957-06-23,Russia,Poland,3,0,FIFA World Cup qualification,Moscow,Soviet Union,True,1957-06-23-Russia-Poland
4199,1957-06-30,Mexico,Canada,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,1957-06-30-Mexico-Canada
4200,1957-06-30,Uruguay,Colombia,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1957-06-30-Uruguay-Colombia
4201,1957-07-03,Mexico,Canada,2,0,FIFA World Cup qualification,Mexico City,Mexico,False,1957-07-03-Mexico-Canada
4202,1957-07-05,Finland,Poland,1,3,FIFA World Cup qualification,Helsinki,Finland,False,1957-07-05-Finland-Poland
4203,1957-07-06,United States,Canada,2,3,FIFA World Cup qualification,St. Louis,United States,False,1957-07-06-United States-Canada
4205,1957-07-07,Paraguay,Colombia,3,0,FIFA World Cup qualification,Asunción,Paraguay,False,1957-07-07-Paraguay-Colombia
4210,1957-07-14,Paraguay,Uruguay,5,0,FIFA World Cup qualification,Asunción,Paraguay,False,1957-07-14-Paraguay-Uruguay
4213,1957-07-27,Russia,Finland,2,1,FIFA World Cup qualification,Moscow,Soviet Union,True,1957-07-27-Russia-Finland
4214,1957-07-28,Uruguay,Paraguay,2,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1957-07-28-Uruguay-Paraguay
4215,1957-08-04,Curaçao,Costa Rica,1,2,FIFA World Cup qualification,Willemstad,Netherlands Antilles,True,1957-08-04-Curaçao-Costa Rica
4218,1957-08-15,Finland,Russia,0,10,FIFA World Cup qualification,Helsinki,Finland,False,1957-08-15-Finland-Russia
4233,1957-09-01,Iceland,France,1,5,FIFA World Cup qualification,Reykjavík,Iceland,False,1957-09-01-Iceland-France
4240,1957-09-04,Iceland,Belgium,2,5,FIFA World Cup qualification,Reykjavík,Iceland,False,1957-09-04-Iceland-Belgium
4251,1957-09-11,Netherlands,Luxembourg,5,2,FIFA World Cup qualification,Rotterdam,Netherlands,False,1957-09-11-Netherlands-Luxembourg
4252,1957-09-15,Bulgaria,Hungary,1,2,FIFA World Cup qualification,Sofia,Bulgaria,False,1957-09-15-Bulgaria-Hungary
4259,1957-09-22,Chile,Bolivia,2,1,FIFA World Cup qualification,Santiago,Chile,False,1957-09-22-Chile-Bolivia
4263,1957-09-25,Netherlands,Austria,1,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,1957-09-25-Netherlands-Austria
4264,1957-09-25,Wales,German DR,4,1,FIFA World Cup qualification,Cardiff,Wales,False,1957-09-25-Wales-German DR
4266,1957-09-29,Bolivia,Chile,3,0,FIFA World Cup qualification,La Paz,Bolivia,False,1957-09-29-Bolivia-Chile
4268,1957-09-29,Luxembourg,Austria,0,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1957-09-29-Luxembourg-Austria
4269,1957-09-29,Romania,Yugoslavia,1,1,FIFA World Cup qualification,Bucharest,Romania,False,1957-09-29-Romania-Yugoslavia
4270,1957-10-02,Denmark,Republic of Ireland,0,2,FIFA World Cup qualification,Copenhagen,Denmark,False,1957-10-02-Denmark-Republic of Ireland
4272,1957-10-06,Bolivia,Argentina,2,0,FIFA World Cup qualification,La Paz,Bolivia,False,1957-10-06-Bolivia-Argentina
4275,1957-10-13,Chile,Argentina,0,2,FIFA World Cup qualification,Santiago,Chile,False,1957-10-13-Chile-Argentina
4279,1957-10-20,Argentina,Chile,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1957-10-20-Argentina-Chile
4281,1957-10-20,Mexico,Costa Rica,2,0,FIFA World Cup qualification,Mexico City,Mexico,False,1957-10-20-Mexico-Costa Rica
4282,1957-10-20,Poland,Russia,2,1,FIFA World Cup qualification,Chorzów,Poland,False,1957-10-20-Poland-Russia
4284,1957-10-27,Argentina,Bolivia,4,0,FIFA World Cup qualification,Avellaneda,Argentina,False,1957-10-27-Argentina-Bolivia
4286,1957-10-27,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,False,1957-10-27-Costa Rica-Mexico
4287,1957-10-27,German DR,Czechoslovakia,1,4,FIFA World Cup qualification,Leipzig,German DR,False,1957-10-27-German DR-Czechoslovakia
4291,1957-11-03,Bulgaria,Norway,7,0,FIFA World Cup qualification,Sofia,Bulgaria,False,1957-11-03-Bulgaria-Norway
4292,1957-11-03,Poland,Finland,4,0,FIFA World Cup qualification,Warsaw,Poland,False,1957-11-03-Poland-Finland
4293,1957-11-03,Romania,Greece,3,0,FIFA World Cup qualification,Bucharest,Romania,False,1957-11-03-Romania-Greece
4295,1957-11-06,Scotland,Switzerland,3,2,FIFA World Cup qualification,Glasgow,Scotland,False,1957-11-06-Scotland-Switzerland
4296,1957-11-10,Hungary,Norway,5,0,FIFA World Cup qualification,Budapest,Hungary,False,1957-11-10-Hungary-Norway
4297,1957-11-10,Yugoslavia,Greece,4,1,FIFA World Cup qualification,Belgrade,Yugoslavia,False,1957-11-10-Yugoslavia-Greece
4300,1957-11-17,Yugoslavia,Romania,2,0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,1957-11-17-Yugoslavia-Romania
4302,1957-11-24,Poland,Russia,0,2,FIFA World Cup qualification,Leipzig,German DR,True,1957-11-24-Poland-Russia
4303,1957-11-24,Switzerland,Spain,1,4,FIFA World Cup qualification,Lausanne,Switzerland,False,1957-11-24-Switzerland-Spain
4309,1957-12-22,Italy,Portugal,3,0,FIFA World Cup qualification,Milan,Italy,False,1957-12-22-Italy-Portugal
4311,1958-01-15,Israel,Wales,0,2,FIFA World Cup qualification,Ramat-Gan,Israel,False,1958-01-15-Israel-Wales
4312,1958-01-15,Northern Ireland,Italy,2,1,FIFA World Cup qualification,Belfast,Northern Ireland,False,1958-01-15-Northern Ireland-Italy
4314,1958-02-05,Wales,Israel,2,0,FIFA World Cup qualification,Cardiff,Wales,False,1958-02-05-Wales-Israel
4369,1958-06-08,Argentina,Germany,1,3,FIFA World Cup,Malmö,Sweden,True,1958-06-08-Argentina-Germany
4370,1958-06-08,Austria,Brazil,0,3,FIFA World Cup,Uddevalla,Sweden,True,1958-06-08-Austria-Brazil
4371,1958-06-08,Czechoslovakia,Northern Ireland,0,1,FIFA World Cup,Halmstad,Sweden,True,1958-06-08-Czechoslovakia-Northern Ireland
4372,1958-06-08,England,Russia,2,2,FIFA World Cup,Gothenburg,Sweden,True,1958-06-08-England-Russia
4373,1958-06-08,France,Paraguay,7,3,FIFA World Cup,Norrköping,Sweden,True,1958-06-08-France-Paraguay
4374,1958-06-08,Hungary,Wales,1,1,FIFA World Cup,Sandviken,Sweden,True,1958-06-08-Hungary-Wales
4375,1958-06-08,Scotland,Yugoslavia,1,1,FIFA World Cup,Västerås,Sweden,True,1958-06-08-Scotland-Yugoslavia
4376,1958-06-08,Sweden,Mexico,3,0,FIFA World Cup,Solna,Sweden,False,1958-06-08-Sweden-Mexico
4377,1958-06-11,Argentina,Northern Ireland,3,1,FIFA World Cup,Halmstad,Sweden,True,1958-06-11-Argentina-Northern Ireland
4378,1958-06-11,Austria,Russia,0,2,FIFA World Cup,Borås,Sweden,True,1958-06-11-Austria-Russia
4380,1958-06-11,Czechoslovakia,Germany,2,2,FIFA World Cup,Helsingborg,Sweden,True,1958-06-11-Czechoslovakia-Germany
4381,1958-06-11,France,Yugoslavia,2,3,FIFA World Cup,Västerås,Sweden,True,1958-06-11-France-Yugoslavia
4382,1958-06-11,Mexico,Wales,1,1,FIFA World Cup,Solna,Sweden,True,1958-06-11-Mexico-Wales
4383,1958-06-11,Paraguay,Scotland,3,2,FIFA World Cup,Norrköping,Sweden,True,1958-06-11-Paraguay-Scotland
4384,1958-06-12,Sweden,Hungary,2,1,FIFA World Cup,Solna,Sweden,False,1958-06-12-Sweden-Hungary
4385,1958-06-15,Argentina,Czechoslovakia,1,6,FIFA World Cup,Helsingborg,Sweden,True,1958-06-15-Argentina-Czechoslovakia
4386,1958-06-15,Austria,England,2,2,FIFA World Cup,Borås,Sweden,True,1958-06-15-Austria-England
4387,1958-06-15,Brazil,Russia,2,0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-15-Brazil-Russia
4388,1958-06-15,France,Scotland,2,1,FIFA World Cup,Örebro,Sweden,True,1958-06-15-France-Scotland
4389,1958-06-15,Germany,Northern Ireland,2,2,FIFA World Cup,Malmö,Sweden,True,1958-06-15-Germany-Northern Ireland
4390,1958-06-15,Hungary,Mexico,4,0,FIFA World Cup,Sandviken,Sweden,True,1958-06-15-Hungary-Mexico
4392,1958-06-15,Paraguay,Yugoslavia,3,3,FIFA World Cup,Eskilstuna,Sweden,True,1958-06-15-Paraguay-Yugoslavia
4394,1958-06-17,Czechoslovakia,Northern Ireland,1,2,FIFA World Cup,Malmö,Sweden,True,1958-06-17-Czechoslovakia-Northern Ireland
4395,1958-06-17,England,Russia,0,1,FIFA World Cup,Gothenburg,Sweden,True,1958-06-17-England-Russia
4396,1958-06-17,Hungary,Wales,1,2,FIFA World Cup,Solna,Sweden,True,1958-06-17-Hungary-Wales
4397,1958-06-19,Brazil,Wales,1,0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-19-Brazil-Wales
4398,1958-06-19,France,Northern Ireland,4,0,FIFA World Cup,Norrköping,Sweden,True,1958-06-19-France-Northern Ireland
4399,1958-06-19,Germany,Yugoslavia,1,0,FIFA World Cup,Malmö,Sweden,True,1958-06-19-Germany-Yugoslavia
4400,1958-06-19,Sweden,Russia,2,0,FIFA World Cup,Solna,Sweden,False,1958-06-19-Sweden-Russia
4401,1958-06-24,Brazil,France,5,2,FIFA World Cup,Solna,Sweden,True,1958-06-24-Brazil-France
4402,1958-06-24,Sweden,Germany,3,1,FIFA World Cup,Gothenburg,Sweden,False,1958-06-24-Sweden-Germany
4403,1958-06-28,France,Germany,6,3,FIFA World Cup,Gothenburg,Sweden,True,1958-06-28-France-Germany
4406,1958-06-29,Sweden,Brazil,2,5,FIFA World Cup,Solna,Sweden,False,1958-06-29-Sweden-Brazil
4432,1958-09-28,Russia,Hungary,3,1,UEFA Euro qualification,Moscow,Soviet Union,False,1958-09-28-Russia-Hungary
4433,1958-10-01,France,Greece,7,1,UEFA Euro qualification,Paris,France,False,1958-10-01-France-Greece
4460,1958-11-02,Romania,Turkey,3,0,UEFA Euro qualification,Bucharest,Romania,False,1958-11-02-Romania-Turkey
4467,1958-12-03,Greece,France,1,1,UEFA Euro qualification,Athens,Greece,False,1958-12-03-Greece-France
4486,1959-03-07,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,1959-03-07-Argentina-Chile
4487,1959-03-08,Bolivia,Uruguay,0,7,Copa América,Buenos Aires,Argentina,True,1959-03-08-Bolivia-Uruguay
4491,1959-03-10,Brazil,Peru,2,2,Copa América,Buenos Aires,Argentina,True,1959-03-10-Brazil-Peru
4493,1959-03-11,Argentina,Bolivia,2,0,Copa América,Buenos Aires,Argentina,False,1959-03-11-Argentina-Bolivia
4494,1959-03-11,Chile,Paraguay,1,2,Copa América,Buenos Aires,Argentina,True,1959-03-11-Chile-Paraguay
4496,1959-03-14,Peru,Uruguay,5,3,Copa América,Buenos Aires,Argentina,True,1959-03-14-Peru-Uruguay
4497,1959-03-15,Bolivia,Paraguay,0,5,Copa América,Buenos Aires,Argentina,True,1959-03-15-Bolivia-Paraguay
4498,1959-03-15,Brazil,Chile,3,0,Copa América,Buenos Aires,Argentina,True,1959-03-15-Brazil-Chile
4499,1959-03-18,Argentina,Peru,3,1,Copa América,Buenos Aires,Argentina,False,1959-03-18-Argentina-Peru
4500,1959-03-18,Paraguay,Uruguay,1,3,Copa América,Buenos Aires,Argentina,True,1959-03-18-Paraguay-Uruguay
4501,1959-03-21,Bolivia,Brazil,2,4,Copa América,Buenos Aires,Argentina,True,1959-03-21-Bolivia-Brazil
4502,1959-03-21,Chile,Peru,1,1,Copa América,Buenos Aires,Argentina,True,1959-03-21-Chile-Peru
4503,1959-03-22,Argentina,Paraguay,3,1,Copa América,Buenos Aires,Argentina,False,1959-03-22-Argentina-Paraguay
4504,1959-03-26,Bolivia,Chile,2,5,Copa América,Buenos Aires,Argentina,True,1959-03-26-Bolivia-Chile
4505,1959-03-26,Brazil,Uruguay,3,1,Copa América,Buenos Aires,Argentina,True,1959-03-26-Brazil-Uruguay
4507,1959-03-29,Brazil,Paraguay,4,1,Copa América,Buenos Aires,Argentina,True,1959-03-29-Brazil-Paraguay
4509,1959-03-30,Argentina,Uruguay,4,1,Copa América,Buenos Aires,Argentina,False,1959-03-30-Argentina-Uruguay
4511,1959-04-02,Chile,Uruguay,1,0,Copa América,Buenos Aires,Argentina,True,1959-04-02-Chile-Uruguay
4512,1959-04-02,Paraguay,Peru,2,1,Copa América,Buenos Aires,Argentina,True,1959-04-02-Paraguay-Peru
4513,1959-04-04,Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,1959-04-04-Argentina-Brazil
4514,1959-04-05,Republic of Ireland,Czechoslovakia,2,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1959-04-05-Republic of Ireland-Czechoslovakia
4521,1959-04-26,Turkey,Romania,2,0,UEFA Euro qualification,Istanbul,Turkey,False,1959-04-26-Turkey-Romania
4527,1959-05-10,Czechoslovakia,Republic of Ireland,4,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,1959-05-10-Czechoslovakia-Republic of Ireland
4536,1959-05-20,Norway,Austria,0,1,UEFA Euro qualification,Oslo,Norway,False,1959-05-20-Norway-Austria
4539,1959-05-22,Egypt,Ethiopia,4,0,African Cup of Nations,Cairo,United Arab Republic,True,1959-05-22-Egypt-Ethiopia
4542,1959-05-25,Ethiopia,Sudan,0,1,African Cup of Nations,Cairo,United Arab Republic,True,1959-05-25-Ethiopia-Sudan
4545,1959-05-29,Egypt,Sudan,2,1,African Cup of Nations,Cairo,United Arab Republic,True,1959-05-29-Egypt-Sudan
4548,1959-05-31,Yugoslavia,Bulgaria,2,0,UEFA Euro qualification,Belgrade,Yugoslavia,False,1959-05-31-Yugoslavia-Bulgaria
4555,1959-06-21,German DR,Portugal,0,2,UEFA Euro qualification,Berlin,German DR,False,1959-06-21-German DR-Portugal
4559,1959-06-28,Poland,Spain,2,4,UEFA Euro qualification,Chorzów,Poland,False,1959-06-28-Poland-Spain
4560,1959-06-28,Portugal,German DR,3,2,UEFA Euro qualification,Porto,Portugal,False,1959-06-28-Portugal-German DR
4587,1959-09-23,Austria,Norway,5,2,UEFA Euro qualification,Vienna,Austria,False,1959-09-23-Austria-Norway
4588,1959-09-23,Denmark,Czechoslovakia,2,2,UEFA Euro qualification,Copenhagen,Denmark,False,1959-09-23-Denmark-Czechoslovakia
4590,1959-09-27,Hungary,Russia,0,1,UEFA Euro qualification,Budapest,Hungary,False,1959-09-27-Hungary-Russia
4604,1959-10-14,Spain,Poland,3,0,UEFA Euro qualification,Madrid,Spain,False,1959-10-14-Spain-Poland
4606,1959-10-18,Czechoslovakia,Denmark,5,1,UEFA Euro qualification,Brno,Czechoslovakia,False,1959-10-18-Czechoslovakia-Denmark
4610,1959-10-25,Bulgaria,Yugoslavia,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,1959-10-25-Bulgaria-Yugoslavia
4629,1959-12-05,Brazil,Paraguay,3,2,Copa América,Guayaquil,Ecuador,True,1959-12-05-Brazil-Paraguay
4632,1959-12-06,Ecuador,Uruguay,0,4,Copa América,Guayaquil,Ecuador,False,1959-12-06-Ecuador-Uruguay
4635,1959-12-09,Argentina,Paraguay,4,2,Copa América,Guayaquil,Ecuador,True,1959-12-09-Argentina-Paraguay
4637,1959-12-12,Brazil,Uruguay,0,3,Copa América,Guayaquil,Ecuador,True,1959-12-12-Brazil-Uruguay
4638,1959-12-12,Ecuador,Argentina,1,1,Copa América,Guayaquil,Ecuador,False,1959-12-12-Ecuador-Argentina
4641,1959-12-13,France,Austria,5,2,UEFA Euro qualification,Colombes,France,False,1959-12-13-France-Austria
4643,1959-12-16,Argentina,Uruguay,0,5,Copa América,Guayaquil,Ecuador,True,1959-12-16-Argentina-Uruguay
4646,1959-12-19,Ecuador,Brazil,1,3,Copa América,Guayaquil,Ecuador,False,1959-12-19-Ecuador-Brazil
4649,1959-12-22,Argentina,Brazil,4,1,Copa América,Guayaquil,Ecuador,True,1959-12-22-Argentina-Brazil
4650,1959-12-22,Paraguay,Uruguay,1,1,Copa América,Guayaquil,Ecuador,True,1959-12-22-Paraguay-Uruguay
4651,1959-12-25,Ecuador,Paraguay,3,1,Copa América,Guayaquil,Ecuador,False,1959-12-25-Ecuador-Paraguay
4680,1960-03-27,Austria,France,2,4,UEFA Euro qualification,Vienna,Austria,False,1960-03-27-Austria-France
4709,1960-05-08,Portugal,Yugoslavia,2,1,UEFA Euro qualification,Oeiras,Portugal,False,1960-05-08-Portugal-Yugoslavia
4719,1960-05-22,Romania,Czechoslovakia,0,2,UEFA Euro qualification,Bucharest,Romania,False,1960-05-22-Romania-Czechoslovakia
